Agency,ID,Date,Flow,SYM,,
USGS,9163500,3/15/1962,3590,A,,
USGS,9163500,3/16/1962,3690,A,,
USGS,9163500,3/17/1962,3710,A,,
USGS,9163500,3/18/1962,3810,A,,
USGS,9163500,3/19/1962,3490,A,,
USGS,9163500,3/20/1962,3320,A,,
USGS,9163500,3/21/1962,3450,A,,
USGS,9163500,3/22/1962,3730,A,,
USGS,9163500,3/23/1962,3510,A,,
USGS,9163500,3/24/1962,3430,A,,
USGS,9163500,3/25/1962,3370,A,,
USGS,9163500,3/26/1962,3430,A,,
USGS,9163500,3/27/1962,3670,A,,
USGS,9163500,3/28/1962,4520,A,,
USGS,9163500,3/29/1962,5360,A,,
USGS,9163500,3/30/1962,5040,A,,
USGS,9163500,3/31/1962,4900,A,,
USGS,9163500,4/1/1962,4600,A,,
USGS,9163500,4/2/1962,4540,A,,
USGS,9163500,4/3/1962,5040,A,,
USGS,9163500,4/4/1962,6520,A,,
USGS,9163500,4/5/1962,6880,A,,
USGS,9163500,4/6/1962,6850,A,,
USGS,9163500,4/7/1962,6970,A,,
USGS,9163500,4/8/1962,6880,A,,
USGS,9163500,4/9/1962,6120,A,,
USGS,9163500,4/10/1962,5280,A,,
USGS,9163500,4/11/1962,5450,A,,
USGS,9163500,4/12/1962,6020,A,,
USGS,9163500,4/13/1962,6670,A,,
USGS,9163500,4/14/1962,7720,A,,
USGS,9163500,4/15/1962,10200,A,,
USGS,9163500,4/16/1962,13700,A,,
USGS,9163500,4/17/1962,16900,A,,
USGS,9163500,4/18/1962,19100,A,,
USGS,9163500,4/19/1962,20800,A,,
USGS,9163500,4/20/1962,23100,A,,
USGS,9163500,4/21/1962,26300,A,,
USGS,9163500,4/22/1962,26800,A,,
USGS,9163500,4/23/1962,23800,A,,
USGS,9163500,4/24/1962,22800,A,,
USGS,9163500,4/25/1962,24600,A,,
USGS,9163500,4/26/1962,27100,A,,
USGS,9163500,4/27/1962,28600,A,,
USGS,9163500,4/28/1962,26800,A,,
USGS,9163500,4/29/1962,26100,A,,
USGS,9163500,4/30/1962,28000,A,,
USGS,9163500,5/1/1962,24200,A,,
USGS,9163500,5/2/1962,20700,A,,
USGS,9163500,5/3/1962,19000,A,,
USGS,9163500,5/4/1962,18800,A,,
USGS,9163500,5/5/1962,20700,A,,
USGS,9163500,5/6/1962,24000,A,,
USGS,9163500,5/7/1962,27300,A,,
USGS,9163500,5/8/1962,30300,A,,
USGS,9163500,5/9/1962,32400,A,,
USGS,9163500,5/10/1962,34600,A,,
USGS,9163500,5/11/1962,36300,A,,
USGS,9163500,5/12/1962,37000,A,,
USGS,9163500,5/13/1962,39200,A,,
USGS,9163500,5/14/1962,38700,A,,
USGS,9163500,5/15/1962,33100,A,,
USGS,9163500,5/16/1962,27800,A,,
USGS,9163500,5/17/1962,23900,A,,
USGS,9163500,5/18/1962,21200,A,,
USGS,9163500,5/19/1962,19100,A,,
USGS,9163500,5/20/1962,17500,A,,
USGS,9163500,5/21/1962,17800,A,,
USGS,9163500,5/22/1962,18400,A,,
USGS,9163500,5/23/1962,17100,A,,
USGS,9163500,5/24/1962,15300,A,,
USGS,9163500,5/25/1962,15200,A,,
USGS,9163500,5/26/1962,16000,A,,
USGS,9163500,5/27/1962,16500,A,,
USGS,9163500,5/28/1962,19300,A,,
USGS,9163500,5/29/1962,18800,A,,
USGS,9163500,5/30/1962,17300,A,,
USGS,9163500,5/31/1962,15800,A,,
USGS,9163500,6/1/1962,15600,A,,
USGS,9163500,6/2/1962,17000,A,,
USGS,9163500,6/3/1962,18500,A,,
USGS,9163500,6/4/1962,20000,A,,
USGS,9163500,6/5/1962,21300,A,,
USGS,9163500,6/6/1962,22400,A,,
USGS,9163500,6/7/1962,23300,A,,
USGS,9163500,6/8/1962,23200,A,,
USGS,9163500,6/9/1962,21500,A,,
USGS,9163500,6/10/1962,20500,A,,
USGS,9163500,6/11/1962,21600,A,,
USGS,9163500,6/12/1962,24200,A,,
USGS,9163500,6/13/1962,26200,A,,
USGS,9163500,6/14/1962,28400,A,,
USGS,9163500,6/15/1962,29400,A,,
USGS,9163500,6/16/1962,28000,A,,
USGS,9163500,6/17/1962,25000,A,,
USGS,9163500,6/18/1962,21000,A,,
USGS,9163500,6/19/1962,19100,A,,
USGS,9163500,6/20/1962,20800,A,,
USGS,9163500,6/21/1962,24000,A,,
USGS,9163500,6/22/1962,25700,A,,
USGS,9163500,6/23/1962,26000,A,,
USGS,9163500,6/24/1962,24600,A,,
USGS,9163500,6/25/1962,24300,A,,
USGS,9163500,6/26/1962,23600,A,,
USGS,9163500,6/27/1962,23100,A,,
USGS,9163500,6/28/1962,23600,A,,
USGS,9163500,6/29/1962,23600,A,,
USGS,9163500,6/30/1962,24100,A,,
USGS,9163500,7/1/1962,25600,A,,
USGS,9163500,7/2/1962,25000,A,,
USGS,9163500,7/3/1962,23200,A,,
USGS,9163500,7/4/1962,21500,A,,
USGS,9163500,7/5/1962,20600,A,,
USGS,9163500,7/6/1962,18900,A,,
USGS,9163500,7/7/1962,17700,A,,
USGS,9163500,7/8/1962,16500,A,,
USGS,9163500,7/9/1962,16000,A,,
USGS,9163500,7/10/1962,14500,A,,
USGS,9163500,7/11/1962,13400,A,,
USGS,9163500,7/12/1962,12600,A,,
USGS,9163500,7/13/1962,11800,A,,
USGS,9163500,7/14/1962,11000,A,,
USGS,9163500,7/15/1962,10700,A,,
USGS,9163500,7/16/1962,9940,A,,
USGS,9163500,7/17/1962,9300,A,,
USGS,9163500,7/18/1962,8380,A,,
USGS,9163500,7/19/1962,8110,A,,
USGS,9163500,7/20/1962,7750,A,,
USGS,9163500,7/21/1962,7360,A,,
USGS,9163500,7/22/1962,6850,A,,
USGS,9163500,7/23/1962,6460,A,,
USGS,9163500,7/24/1962,6200,A,,
USGS,9163500,7/25/1962,6070,A,,
USGS,9163500,7/26/1962,6700,A,,
USGS,9163500,7/27/1962,6760,A,,
USGS,9163500,7/28/1962,6520,A,,
USGS,9163500,7/29/1962,6100,A,,
USGS,9163500,7/30/1962,5500,A,,
USGS,9163500,7/31/1962,5040,A,,
USGS,9163500,8/1/1962,5000,A,,
USGS,9163500,8/2/1962,4880,A,,
USGS,9163500,8/3/1962,4630,A,,
USGS,9163500,8/4/1962,4600,A,,
USGS,9163500,8/5/1962,4540,A,,
USGS,9163500,8/6/1962,4470,A,,
USGS,9163500,8/7/1962,4200,A,,
USGS,9163500,8/8/1962,3890,A,,
USGS,9163500,8/9/1962,3770,A,,
USGS,9163500,8/10/1962,3470,A,,
USGS,9163500,8/11/1962,3410,A,,
USGS,9163500,8/12/1962,3410,A,,
USGS,9163500,8/13/1962,3320,A,,
USGS,9163500,8/14/1962,3260,A,,
USGS,9163500,8/15/1962,3100,A,,
USGS,9163500,8/16/1962,2780,A,,
USGS,9163500,8/17/1962,2510,A,,
USGS,9163500,8/18/1962,2620,A,,
USGS,9163500,8/19/1962,2740,A,,
USGS,9163500,8/20/1962,2760,A,,
USGS,9163500,8/21/1962,2850,A,,
USGS,9163500,8/22/1962,2920,A,,
USGS,9163500,8/23/1962,2800,A,,
USGS,9163500,8/24/1962,2780,A,,
USGS,9163500,8/25/1962,2660,A,,
USGS,9163500,8/26/1962,2560,A,,
USGS,9163500,8/27/1962,2460,A,,
USGS,9163500,8/28/1962,2360,A,,
USGS,9163500,8/29/1962,2320,A,,
USGS,9163500,8/30/1962,2320,A,,
USGS,9163500,8/31/1962,2220,A,,
USGS,9163500,9/1/1962,2230,A,,
USGS,9163500,9/2/1962,2290,A,,
USGS,9163500,9/3/1962,2240,A,,
USGS,9163500,9/4/1962,2290,A,,
USGS,9163500,9/5/1962,2290,A,,
USGS,9163500,9/6/1962,2290,A,,
USGS,9163500,9/7/1962,2280,A,,
USGS,9163500,9/8/1962,2350,A,,
USGS,9163500,9/9/1962,2520,A,,
USGS,9163500,9/10/1962,2560,A,,
USGS,9163500,9/11/1962,2640,A,,
USGS,9163500,9/12/1962,2640,A,,
USGS,9163500,9/13/1962,2660,A,,
USGS,9163500,9/14/1962,2660,A,,
USGS,9163500,9/15/1962,2590,A,,
USGS,9163500,9/16/1962,2570,A,,
USGS,9163500,9/17/1962,2540,A,,
USGS,9163500,9/18/1962,2540,A,,
USGS,9163500,9/19/1962,2490,A,,
USGS,9163500,9/20/1962,2410,A,,
USGS,9163500,9/21/1962,2710,A,,
USGS,9163500,9/22/1962,3990,A,,
USGS,9163500,9/23/1962,3870,A,,
USGS,9163500,9/24/1962,3810,A,,
USGS,9163500,9/25/1962,3650,A,,
USGS,9163500,9/26/1962,3510,A,,
USGS,9163500,9/27/1962,3510,A,,
USGS,9163500,9/28/1962,4030,A,,
USGS,9163500,9/29/1962,4030,A,,
USGS,9163500,9/30/1962,3830,A,,
USGS,9163500,10/1/1962,3710,A,,
USGS,9163500,10/2/1962,3630,A,,
USGS,9163500,10/3/1962,3570,A,,
USGS,9163500,10/4/1962,3910,A,,
USGS,9163500,10/5/1962,4070,A,,
USGS,9163500,10/6/1962,3890,A,,
USGS,9163500,10/7/1962,3850,A,,
USGS,9163500,10/8/1962,3870,A,,
USGS,9163500,10/9/1962,3890,A,,
USGS,9163500,10/10/1962,3690,A,,
USGS,9163500,10/11/1962,3910,A,,
USGS,9163500,10/12/1962,3950,A,,
USGS,9163500,10/13/1962,3910,A,,
USGS,9163500,10/14/1962,3850,A,,
USGS,9163500,10/15/1962,4010,A,,
USGS,9163500,10/16/1962,3990,A,,
USGS,9163500,10/17/1962,4810,A,,
USGS,9163500,10/18/1962,4430,A,,
USGS,9163500,10/19/1962,4830,A,,
USGS,9163500,10/20/1962,5170,A,,
USGS,9163500,10/21/1962,5040,A,,
USGS,9163500,10/22/1962,5000,A,,
USGS,9163500,10/23/1962,4760,A,,
USGS,9163500,10/24/1962,4050,A,,
USGS,9163500,10/25/1962,4050,A,,
USGS,9163500,10/26/1962,4390,A,,
USGS,9163500,10/27/1962,4490,A,,
USGS,9163500,10/28/1962,4300,A,,
USGS,9163500,10/29/1962,4280,A,,
USGS,9163500,10/30/1962,4200,A,,
USGS,9163500,10/31/1962,4220,A,,
USGS,9163500,11/1/1962,4320,A,,
USGS,9163500,11/2/1962,4810,A,,
USGS,9163500,11/3/1962,4450,A,,
USGS,9163500,11/4/1962,4390,A,,
USGS,9163500,11/5/1962,4220,A,,
USGS,9163500,11/6/1962,4200,A,,
USGS,9163500,11/7/1962,4160,A,,
USGS,9163500,11/8/1962,3930,A,,
USGS,9163500,11/9/1962,3830,A,,
USGS,9163500,11/10/1962,3770,A,,
USGS,9163500,11/11/1962,3830,A,,
USGS,9163500,11/12/1962,3830,A,,
USGS,9163500,11/13/1962,3790,A,,
USGS,9163500,11/14/1962,3730,A,,
USGS,9163500,11/15/1962,3830,A,,
USGS,9163500,11/16/1962,4320,A,,
USGS,9163500,11/17/1962,4490,A,,
USGS,9163500,11/18/1962,4450,A,,
USGS,9163500,11/19/1962,4280,A,,
USGS,9163500,11/20/1962,3790,A,,
USGS,9163500,11/21/1962,3890,A,,
USGS,9163500,11/22/1962,3790,A,,
USGS,9163500,11/23/1962,3790,A,,
USGS,9163500,11/24/1962,3650,A,,
USGS,9163500,11/25/1962,3550,A,,
USGS,9163500,11/26/1962,3550,A,,
USGS,9163500,11/27/1962,3550,A,,
USGS,9163500,11/28/1962,3510,A,,
USGS,9163500,11/29/1962,3470,A,,
USGS,9163500,11/30/1962,3410,A,,
USGS,9163500,12/1/1962,3280,A,,
USGS,9163500,12/2/1962,3390,A,,
USGS,9163500,12/3/1962,3450,A,,
USGS,9163500,12/4/1962,3450,A,,
USGS,9163500,12/5/1962,3390,A,,
USGS,9163500,12/6/1962,3350,A,,
USGS,9163500,12/7/1962,3370,A,,
USGS,9163500,12/8/1962,3280,A,,
USGS,9163500,12/9/1962,3370,A,,
USGS,9163500,12/10/1962,3430,A,,
USGS,9163500,12/11/1962,3170,A,,
USGS,9163500,12/12/1962,3040,A,,
USGS,9163500,12/13/1962,2950,A,,
USGS,9163500,12/14/1962,2970,A,,
USGS,9163500,12/15/1962,2800,A,,
USGS,9163500,12/16/1962,2570,A,,
USGS,9163500,12/17/1962,2600,A,,
USGS,9163500,12/18/1962,2800,A,,
USGS,9163500,12/19/1962,3000,A,,
USGS,9163500,12/20/1962,3200,A,,
USGS,9163500,12/21/1962,3200,A,,
USGS,9163500,12/22/1962,3200,A,,
USGS,9163500,12/23/1962,3000,A,,
USGS,9163500,12/24/1962,2800,A,,
USGS,9163500,12/25/1962,2600,A,,
USGS,9163500,12/26/1962,2200,A,,
USGS,9163500,12/27/1962,1800,A,,
USGS,9163500,12/28/1962,1800,A,,
USGS,9163500,12/29/1962,1800,A,,
USGS,9163500,12/30/1962,2000,A,,
USGS,9163500,12/31/1962,2200,A,,
USGS,9163500,1/1/1963,2600,A,,
USGS,9163500,1/2/1963,2800,A,,
USGS,9163500,1/3/1963,3000,A,,
USGS,9163500,1/4/1963,3200,A,,
USGS,9163500,1/5/1963,3200,A,,
USGS,9163500,1/6/1963,3200,A,,
USGS,9163500,1/7/1963,3200,A,,
USGS,9163500,1/8/1963,3000,A,,
USGS,9163500,1/9/1963,2600,A,,
USGS,9163500,1/10/1963,2400,A,,
USGS,9163500,1/11/1963,2400,A,,
USGS,9163500,1/12/1963,2200,A,,
USGS,9163500,1/13/1963,2000,A,,
USGS,9163500,1/14/1963,1800,A,,
USGS,9163500,1/15/1963,2200,A,,
USGS,9163500,1/16/1963,2200,A,,
USGS,9163500,1/17/1963,2200,A,,
USGS,9163500,1/18/1963,2400,A,,
USGS,9163500,1/19/1963,2400,A,,
USGS,9163500,1/20/1963,2400,A,,
USGS,9163500,1/21/1963,2400,A,,
USGS,9163500,1/22/1963,2400,A,,
USGS,9163500,1/23/1963,2600,A,,
USGS,9163500,1/24/1963,2600,A,,
USGS,9163500,1/25/1963,2600,A,,
USGS,9163500,1/26/1963,2600,A,,
USGS,9163500,1/27/1963,2600,A,,
USGS,9163500,1/28/1963,2600,A,,
USGS,9163500,1/29/1963,2800,A,,
USGS,9163500,1/30/1963,3400,A,,
USGS,9163500,1/31/1963,3800,A,,
USGS,9163500,2/1/1963,4400,A,,
USGS,9163500,2/2/1963,5000,A,,
USGS,9163500,2/3/1963,4600,A,,
USGS,9163500,2/4/1963,4000,A,,
USGS,9163500,2/5/1963,4000,A,,
USGS,9163500,2/6/1963,4000,A,,
USGS,9163500,2/7/1963,4000,A,,
USGS,9163500,2/8/1963,4000,A,,
USGS,9163500,2/9/1963,3600,A,,
USGS,9163500,2/10/1963,3400,A,,
USGS,9163500,2/11/1963,3400,A,,
USGS,9163500,2/12/1963,3400,A,,
USGS,9163500,2/13/1963,3000,A,,
USGS,9163500,2/14/1963,2600,A,,
USGS,9163500,2/15/1963,2600,A,,
USGS,9163500,2/16/1963,2800,A,,
USGS,9163500,2/17/1963,2600,A,,
USGS,9163500,2/18/1963,2480,A,,
USGS,9163500,2/19/1963,2490,A,,
USGS,9163500,2/20/1963,2610,A,,
USGS,9163500,2/21/1963,2360,A,,
USGS,9163500,2/22/1963,2340,A,,
USGS,9163500,2/23/1963,2300,A,,
USGS,9163500,2/24/1963,2320,A,,
USGS,9163500,2/25/1963,2410,A,,
USGS,9163500,2/26/1963,2570,A,,
USGS,9163500,2/27/1963,2490,A,,
USGS,9163500,2/28/1963,2460,A,,
USGS,9163500,3/1/1963,2430,A,,
USGS,9163500,3/2/1963,2520,A,,
USGS,9163500,3/3/1963,2560,A,,
USGS,9163500,3/4/1963,2540,A,,
USGS,9163500,3/5/1963,2510,A,,
USGS,9163500,3/6/1963,2480,A,,
USGS,9163500,3/7/1963,2360,A,,
USGS,9163500,3/8/1963,2440,A,,
USGS,9163500,3/9/1963,2360,A,,
USGS,9163500,3/10/1963,2340,A,,
USGS,9163500,3/11/1963,2380,A,,
USGS,9163500,3/12/1963,2380,A,,
USGS,9163500,3/13/1963,2400,A,,
USGS,9163500,3/14/1963,2400,A,,
USGS,9163500,3/15/1963,2320,A,,
USGS,9163500,3/16/1963,2440,A,,
USGS,9163500,3/17/1963,2280,A,,
USGS,9163500,3/18/1963,2300,A,,
USGS,9163500,3/19/1963,2400,A,,
USGS,9163500,3/20/1963,2400,A,,
USGS,9163500,3/21/1963,2340,A,,
USGS,9163500,3/22/1963,2430,A,,
USGS,9163500,3/23/1963,2970,A,,
USGS,9163500,3/24/1963,3770,A,,
USGS,9163500,3/25/1963,4320,A,,
USGS,9163500,3/26/1963,4410,A,,
USGS,9163500,3/27/1963,4280,A,,
USGS,9163500,3/28/1963,4260,A,,
USGS,9163500,3/29/1963,4760,A,,
USGS,9163500,3/30/1963,5800,A,,
USGS,9163500,3/31/1963,5800,A,,
USGS,9163500,4/1/1963,5500,A,,
USGS,9163500,4/2/1963,5500,A,,
USGS,9163500,4/3/1963,5210,A,,
USGS,9163500,4/4/1963,4390,A,,
USGS,9163500,4/5/1963,3530,A,,
USGS,9163500,4/6/1963,3240,A,,
USGS,9163500,4/7/1963,3300,A,,
USGS,9163500,4/8/1963,3630,A,,
USGS,9163500,4/9/1963,4140,A,,
USGS,9163500,4/10/1963,4180,A,,
USGS,9163500,4/11/1963,3950,A,,
USGS,9163500,4/12/1963,3430,A,,
USGS,9163500,4/13/1963,3060,A,,
USGS,9163500,4/14/1963,3280,A,,
USGS,9163500,4/15/1963,3830,A,,
USGS,9163500,4/16/1963,4260,A,,
USGS,9163500,4/17/1963,3890,A,,
USGS,9163500,4/18/1963,3110,A,,
USGS,9163500,4/19/1963,2660,A,,
USGS,9163500,4/20/1963,2460,A,,
USGS,9163500,4/21/1963,2130,A,,
USGS,9163500,4/22/1963,1960,A,,
USGS,9163500,4/23/1963,1790,A,,
USGS,9163500,4/24/1963,1620,A,,
USGS,9163500,4/25/1963,1530,A,,
USGS,9163500,4/26/1963,1590,A,,
USGS,9163500,4/27/1963,2020,A,,
USGS,9163500,4/28/1963,2830,A,,
USGS,9163500,4/29/1963,3100,A,,
USGS,9163500,4/30/1963,2640,A,,
USGS,9163500,5/1/1963,2220,A,,
USGS,9163500,5/2/1963,2160,A,,
USGS,9163500,5/3/1963,2130,A,,
USGS,9163500,5/4/1963,2190,A,,
USGS,9163500,5/5/1963,2740,A,,
USGS,9163500,5/6/1963,4160,A,,
USGS,9163500,5/7/1963,5740,A,,
USGS,9163500,5/8/1963,7390,A,,
USGS,9163500,5/9/1963,8350,A,,
USGS,9163500,5/10/1963,10100,A,,
USGS,9163500,5/11/1963,9850,A,,
USGS,9163500,5/12/1963,9620,A,,
USGS,9163500,5/13/1963,9270,A,,
USGS,9163500,5/14/1963,8380,A,,
USGS,9163500,5/15/1963,8350,A,,
USGS,9163500,5/16/1963,7240,A,,
USGS,9163500,5/17/1963,8110,A,,
USGS,9163500,5/18/1963,8990,A,,
USGS,9163500,5/19/1963,10400,A,,
USGS,9163500,5/20/1963,11000,A,,
USGS,9163500,5/21/1963,10700,A,,
USGS,9163500,5/22/1963,10700,A,,
USGS,9163500,5/23/1963,9590,A,,
USGS,9163500,5/24/1963,9110,A,,
USGS,9163500,5/25/1963,9240,A,,
USGS,9163500,5/26/1963,8680,A,,
USGS,9163500,5/27/1963,7960,A,,
USGS,9163500,5/28/1963,7660,A,,
USGS,9163500,5/29/1963,7630,A,,
USGS,9163500,5/30/1963,7690,A,,
USGS,9163500,5/31/1963,7600,A,,
USGS,9163500,6/1/1963,7630,A,,
USGS,9163500,6/2/1963,6850,A,,
USGS,9163500,6/3/1963,7270,A,,
USGS,9163500,6/4/1963,7600,A,,
USGS,9163500,6/5/1963,6970,A,,
USGS,9163500,6/6/1963,6640,A,,
USGS,9163500,6/7/1963,6140,A,,
USGS,9163500,6/8/1963,5770,A,,
USGS,9163500,6/9/1963,5700,A,,
USGS,9163500,6/10/1963,5920,A,,
USGS,9163500,6/11/1963,5770,A,,
USGS,9163500,6/12/1963,5020,A,,
USGS,9163500,6/13/1963,4370,A,,
USGS,9163500,6/14/1963,4560,A,,
USGS,9163500,6/15/1963,5210,A,,
USGS,9163500,6/16/1963,5820,A,,
USGS,9163500,6/17/1963,5940,A,,
USGS,9163500,6/18/1963,6240,A,,
USGS,9163500,6/19/1963,5840,A,,
USGS,9163500,6/20/1963,5970,A,,
USGS,9163500,6/21/1963,5360,A,,
USGS,9163500,6/22/1963,4900,A,,
USGS,9163500,6/23/1963,4520,A,,
USGS,9163500,6/24/1963,4050,A,,
USGS,9163500,6/25/1963,3670,A,,
USGS,9163500,6/26/1963,3200,A,,
USGS,9163500,6/27/1963,2860,A,,
USGS,9163500,6/28/1963,2540,A,,
USGS,9163500,6/29/1963,2280,A,,
USGS,9163500,6/30/1963,2170,A,,
USGS,9163500,7/1/1963,1960,A,,
USGS,9163500,7/2/1963,1770,A,,
USGS,9163500,7/3/1963,1700,A,,
USGS,9163500,7/4/1963,1630,A,,
USGS,9163500,7/5/1963,1720,A,,
USGS,9163500,7/6/1963,1830,A,,
USGS,9163500,7/7/1963,1880,A,,
USGS,9163500,7/8/1963,1860,A,,
USGS,9163500,7/9/1963,1740,A,,
USGS,9163500,7/10/1963,1980,A,,
USGS,9163500,7/11/1963,2060,A,,
USGS,9163500,7/12/1963,2430,A,,
USGS,9163500,7/13/1963,2360,A,,
USGS,9163500,7/14/1963,2280,A,,
USGS,9163500,7/15/1963,2430,A,,
USGS,9163500,7/16/1963,2030,A,,
USGS,9163500,7/17/1963,1810,A,,
USGS,9163500,7/18/1963,1560,A,,
USGS,9163500,7/19/1963,1350,A,,
USGS,9163500,7/20/1963,1310,A,,
USGS,9163500,7/21/1963,1260,A,,
USGS,9163500,7/22/1963,1310,A,,
USGS,9163500,7/23/1963,1850,A,,
USGS,9163500,7/24/1963,1740,A,,
USGS,9163500,7/25/1963,1580,A,,
USGS,9163500,7/26/1963,1610,A,,
USGS,9163500,7/27/1963,1500,A,,
USGS,9163500,7/28/1963,1490,A,,
USGS,9163500,7/29/1963,1320,A,,
USGS,9163500,7/30/1963,1190,A,,
USGS,9163500,7/31/1963,1110,A,,
USGS,9163500,8/1/1963,1020,A,,
USGS,9163500,8/2/1963,1060,A,,
USGS,9163500,8/3/1963,1240,A,,
USGS,9163500,8/4/1963,1460,A,,
USGS,9163500,8/5/1963,1780,A,,
USGS,9163500,8/6/1963,2280,A,,
USGS,9163500,8/7/1963,2880,A,,
USGS,9163500,8/8/1963,3150,A,,
USGS,9163500,8/9/1963,2970,A,,
USGS,9163500,8/10/1963,2860,A,,
USGS,9163500,8/11/1963,2690,A,,
USGS,9163500,8/12/1963,2900,A,,
USGS,9163500,8/13/1963,3130,A,,
USGS,9163500,8/14/1963,3040,A,,
USGS,9163500,8/15/1963,2570,A,,
USGS,9163500,8/16/1963,2060,A,,
USGS,9163500,8/17/1963,1760,A,,
USGS,9163500,8/18/1963,1730,A,,
USGS,9163500,8/19/1963,1780,A,,
USGS,9163500,8/20/1963,2050,A,,
USGS,9163500,8/21/1963,2090,A,,
USGS,9163500,8/22/1963,2150,A,,
USGS,9163500,8/23/1963,2510,A,,
USGS,9163500,8/24/1963,2380,A,,
USGS,9163500,8/25/1963,2540,A,,
USGS,9163500,8/26/1963,2520,A,,
USGS,9163500,8/27/1963,2710,A,,
USGS,9163500,8/28/1963,3320,A,,
USGS,9163500,8/29/1963,3650,A,,
USGS,9163500,8/30/1963,3470,A,,
USGS,9163500,8/31/1963,4300,A,,
USGS,9163500,9/1/1963,4240,A,,
USGS,9163500,9/2/1963,3490,A,,
USGS,9163500,9/3/1963,3430,A,,
USGS,9163500,9/4/1963,3240,A,,
USGS,9163500,9/5/1963,2800,A,,
USGS,9163500,9/6/1963,2740,A,,
USGS,9163500,9/7/1963,3260,A,,
USGS,9163500,9/8/1963,3300,A,,
USGS,9163500,9/9/1963,3390,A,,
USGS,9163500,9/10/1963,3400,A,,
USGS,9163500,9/11/1963,3200,A,,
USGS,9163500,9/12/1963,3000,A,,
USGS,9163500,9/13/1963,2800,A,,
USGS,9163500,9/14/1963,2600,A,,
USGS,9163500,9/15/1963,2600,A,,
USGS,9163500,9/16/1963,2600,A,,
USGS,9163500,9/17/1963,2600,A,,
USGS,9163500,9/18/1963,2400,A,,
USGS,9163500,9/19/1963,2400,A,,
USGS,9163500,9/20/1963,2600,A,,
USGS,9163500,9/21/1963,3400,A,,
USGS,9163500,9/22/1963,2600,A,,
USGS,9163500,9/23/1963,2400,A,,
USGS,9163500,9/24/1963,2400,A,,
USGS,9163500,9/25/1963,2200,A,,
USGS,9163500,9/26/1963,2200,A,,
USGS,9163500,9/27/1963,2000,A,,
USGS,9163500,9/28/1963,2000,A,,
USGS,9163500,9/29/1963,2000,A,,
USGS,9163500,9/30/1963,1900,A,,
USGS,9163500,10/1/1963,1900,A,,
USGS,9163500,10/2/1963,1850,A,,
USGS,9163500,10/3/1963,1850,A,,
USGS,9163500,10/4/1963,1900,A,,
USGS,9163500,10/5/1963,1850,A,,
USGS,9163500,10/6/1963,1800,A,,
USGS,9163500,10/7/1963,1800,A,,
USGS,9163500,10/8/1963,1800,A,,
USGS,9163500,10/9/1963,1780,A,,
USGS,9163500,10/10/1963,1780,A,,
USGS,9163500,10/11/1963,1780,A,,
USGS,9163500,10/12/1963,1780,A,,
USGS,9163500,10/13/1963,1800,A,,
USGS,9163500,10/14/1963,1800,A,,
USGS,9163500,10/15/1963,1800,A,,
USGS,9163500,10/16/1963,1850,A,,
USGS,9163500,10/17/1963,1900,A,,
USGS,9163500,10/18/1963,2100,A,,
USGS,9163500,10/19/1963,1900,A,,
USGS,9163500,10/20/1963,2100,A,,
USGS,9163500,10/21/1963,2600,A,,
USGS,9163500,10/22/1963,3500,A,,
USGS,9163500,10/23/1963,2900,A,,
USGS,9163500,10/24/1963,2640,A,,
USGS,9163500,10/25/1963,2680,A,,
USGS,9163500,10/26/1963,2610,A,,
USGS,9163500,10/27/1963,2540,A,,
USGS,9163500,10/28/1963,2610,A,,
USGS,9163500,10/29/1963,2900,A,,
USGS,9163500,10/30/1963,2740,A,,
USGS,9163500,10/31/1963,2930,A,,
USGS,9163500,11/1/1963,3190,A,,
USGS,9163500,11/2/1963,3170,A,,
USGS,9163500,11/3/1963,3150,A,,
USGS,9163500,11/4/1963,3190,A,,
USGS,9163500,11/5/1963,3150,A,,
USGS,9163500,11/6/1963,3300,A,,
USGS,9163500,11/7/1963,3200,A,,
USGS,9163500,11/8/1963,3450,A,,
USGS,9163500,11/9/1963,3350,A,,
USGS,9163500,11/10/1963,3200,A,,
USGS,9163500,11/11/1963,2990,A,,
USGS,9163500,11/12/1963,2860,A,,
USGS,9163500,11/13/1963,2740,A,,
USGS,9163500,11/14/1963,2930,A,,
USGS,9163500,11/15/1963,2860,A,,
USGS,9163500,11/16/1963,2880,A,,
USGS,9163500,11/17/1963,3170,A,,
USGS,9163500,11/18/1963,2930,A,,
USGS,9163500,11/19/1963,2810,A,,
USGS,9163500,11/20/1963,2610,A,,
USGS,9163500,11/21/1963,2660,A,,
USGS,9163500,11/22/1963,2850,A,,
USGS,9163500,11/23/1963,2850,A,,
USGS,9163500,11/24/1963,2810,A,,
USGS,9163500,11/25/1963,2640,A,,
USGS,9163500,11/26/1963,2660,A,,
USGS,9163500,11/27/1963,2690,A,,
USGS,9163500,11/28/1963,2510,A,,
USGS,9163500,11/29/1963,2440,A,,
USGS,9163500,11/30/1963,2480,A,,
USGS,9163500,12/1/1963,2350,A,,
USGS,9163500,12/2/1963,2230,A,,
USGS,9163500,12/3/1963,2170,A,,
USGS,9163500,12/4/1963,2100,A,,
USGS,9163500,12/5/1963,2090,A,,
USGS,9163500,12/6/1963,2120,A,,
USGS,9163500,12/7/1963,2090,A,,
USGS,9163500,12/8/1963,2020,A,,
USGS,9163500,12/9/1963,1960,A,,
